"Toxicant","strain1","strain2","Relative.Potency.Estimate","SE","t.value","p.value","Fraction.Comparison","p...0.05"
"Carboxin","ECA36","XZ1516",1.29525080847817,0.110533013082054,2.67115498117286,"0.007601","10/10","T"
"Carboxin","ECA396","MY16",1.15976479378431,0.116436216816641,1.37212285105328,"0.170129","10/10","F"
"Carboxin","ECA396","PD1074",0.743978885371474,0.0694408213029219,-3.68689640797427,"0.000231","10/10","T"
"Carboxin","ECA396","RC301",1.12119668822464,0.112602195335401,1.07632615743985,"0.281869","10/10","F"
"Carboxin","ECA396","XZ1516",0.857761715295277,0.0823403033894661,-1.72744426301106,"0.084192","10/10","F"
"Carboxin","MY16","PD1074",0.641491179382911,0.0625526911701523,-5.73130929957743,"<< 0.00001","10/10","T"
"Carboxin","MY16","RC301",0.966744890199833,0.102054433427848,-0.325856591263897,"0.744556","10/10","F"
"Carboxin","MY16","XZ1516",0.739599718746768,0.0743188402242607,-3.50382595405771,"0.000465","10/10","T"
"Carboxin","PD1074","RC301",1.50702756525788,0.147250427521034,3.44330114209993,"0.000583","10/10","T"
"Carboxin","PD1074","XZ1516",1.15293825155668,0.10222839014169,1.49604480071249,"0.134749","10/10","F"
"Carboxin","RC301","XZ1516",0.765041249500566,0.0769995543688789,-3.05143000404686,"0.002298","10/10","T"
"Chlorpyrifos","CB4856","ECA248",0.806439368753377,0.063088211691183,-3.06809506971132,"0.00218","10/10","T"
"Chlorpyrifos","CB4856","ECA36",1.00956861728107,0.0801547135950573,0.119376850741546,"0.904987","10/10","F"
"Chlorpyrifos","CB4856","ECA396",1.80778477129638,0.162762344520342,4.96297084978046,"0.000001","10/10","T"
"Chlorpyrifos","CB4856","MY16",1.77103669204405,0.162811618127184,4.73575965224875,"0.000002","10/10","T"
"Chlorpyrifos","CB4856","PD1074",2.48800438849739,0.240766389086349,6.18028286316878,"<< 0.00001","10/10","T"
"Chlorpyrifos","CB4856","RC301",1.06052423935363,0.0900213612902613,0.67233197194698,"0.501442","10/10","F"
"Chlorpyrifos","CB4856","XZ1516",0.555643299169636,0.0412894084770959,-10.7620021022306,"<< 0.00001","10/10","T"
"Chlorpyrifos","ECA248","ECA36",1.25188409246649,0.0920140579334399,2.7374522776584,"0.006241","10/10","T"
"Chlorpyrifos","ECA248","ECA396",2.24168715137372,0.191433134554954,6.486270802912,"<< 0.00001","10/10","T"
"Chlorpyrifos","ECA248","MY16",2.19611884124876,0.192261302513221,6.2213187241177,"<< 0.00001","10/10","T"
"Chlorpyrifos","ECA248","PD1074",3.08517228312332,0.285925074137903,7.2927227155938,"<< 0.00001","10/10","T"
"Chlorpyrifos","ECA248","RC301",1.31507002317239,0.104837405651759,3.00532067932861,"0.002682","10/10","T"
"Chlorpyrifos","ECA248","XZ1516",0.689008152005983,0.0459716689010647,-6.76485877994338,"<< 0.00001","10/10","T"
"Chlorpyrifos","ECA36","ECA396",1.79065071987384,0.153919720801363,5.13677335014265,"<< 0.00001","10/10","T"
"Chlorpyrifos","ECA36","MY16",1.7542509362204,0.154551196941862,4.88026589987606,"0.000001","10/10","T"
"Chlorpyrifos","ECA36","PD1074",2.46442326545172,0.229838374761871,6.37153507097744,"<< 0.00001","10/10","T"
"Chlorpyrifos","ECA36","RC301",1.05047266842525,0.0843770352191284,0.598180159970906,"0.54978","10/10","F"
"Chlorpyrifos","ECA36","XZ1516",0.550376952748465,0.0370501379520299,-12.1355296391521,"<< 0.00001","10/10","T"
"Chlorpyrifos","ECA396","MY16",0.979672315069907,0.0954457002962956,-0.212976434422803,"0.831365","10/10","F"
"Chlorpyrifos","ECA396","PD1074",1.37627245676664,0.140360763211155,2.68075242794589,"0.007399","10/10","T"
"Chlorpyrifos","ECA396","RC301",0.586642976637711,0.0533327428994841,-7.75052999132897,"<< 0.00001","10/10","T"
"Chlorpyrifos","ECA396","XZ1516",0.307361422660496,0.0250618485343755,-27.637170354352,"<< 0.00001","10/10","T"
"Chlorpyrifos","MY16","PD1074",1.40482938590383,0.145514839038129,2.78204881769997,"0.005447","10/10","T"
"Chlorpyrifos","MY16","RC301",0.598815509649111,0.0555602963118021,-7.22070465750323,"<< 0.00001","10/10","T"
"Chlorpyrifos","MY16","XZ1516",0.313739010414481,0.0263180780832936,-26.0756498789002,"<< 0.00001","10/10","T"
"Chlorpyrifos","PD1074","RC301",0.426254971356432,0.0415960629983857,-13.7932531899914,"<< 0.00001","10/10","T"
"Chlorpyrifos","PD1074","XZ1516",0.223328906387184,0.0199513660522494,-38.9282163225736,"<< 0.00001","10/10","T"
"Chlorpyrifos","RC301","XZ1516",0.523932672682982,0.0395262409585831,-12.0443360099904,"<< 0.00001","10/10","T"
"Lead(II) nitrate","CB4856","ECA248",0.755118357108423,0.0834551343181233,-2.93429092041373,"0.003375","10/10","T"
"Lead(II) nitrate","CB4856","ECA36",0.277372994351737,0.0272454468182907,-26.522853909048,"<< 0.00001","10/10","T"
"Lead(II) nitrate","CB4856","ECA396",0.570239738548741,0.0613014971166022,-7.01059976779699,"<< 0.00001","10/10","T"
"Lead(II) nitrate","CB4856","MY16",0.864553027298243,0.0978557602460768,-1.38414920451438,"0.166443","10/10","F"
"Lead(II) nitrate","CB4856","PD1074",0.281887366201145,0.0287043824874712,-25.0175259513872,"<< 0.00001","10/10","T"
"Lead(II) nitrate","CB4856","RC301",0.531287696319689,0.0569650812446322,-8.22806346343056,"<< 0.00001","10/10","T"
"Lead(II) nitrate","CB4856","XZ1516",0.272613529407902,0.0268462026611345,-27.0945757123835,"<< 0.00001","10/10","T"
"Lead(II) nitrate","ECA248","ECA36",0.367323866173619,0.0326854994968196,-19.3564774461514,"<< 0.00001","10/10","T"
"Lead(II) nitrate","ECA248","ECA396",0.755166038781472,0.0759801071384119,-3.22234293211139,"0.001289","10/10","T"
"Lead(II) nitrate","ECA248","MY16",1.14492386413287,0.122310707488703,1.18488288644934,"0.236182","10/10","F"
"Lead(II) nitrate","ECA248","PD1074",0.373302229441988,0.0349003672054216,-17.9567672417114,"<< 0.00001","10/10","T"
"Lead(II) nitrate","ECA248","RC301",0.70358201640621,0.0706209160790992,-4.19731150558549,"0.000028","10/10","T"
"Lead(II) nitrate","ECA248","XZ1516",0.361020927172029,0.0322818430380004,-19.7937606002173,"<< 0.00001","10/10","T"
"Lead(II) nitrate","ECA36","ECA396",2.05585889816519,0.17356480427902,6.08336985456917,"<< 0.00001","10/10","T"
"Lead(II) nitrate","ECA36","MY16",3.1169329563566,0.289018771620994,7.32455177386421,"<< 0.00001","10/10","T"
"Lead(II) nitrate","ECA36","PD1074",1.01627545558269,0.0701039997573907,0.232161583347756,"0.816433","10/10","F"
"Lead(II) nitrate","ECA36","RC301",1.9154269057858,0.161909740103822,5.65393351381326,"<< 0.00001","10/10","T"
"Lead(II) nitrate","ECA36","XZ1516",0.982840921644307,0.059397025914921,-0.288887837250836,"0.772692","10/10","F"
"Lead(II) nitrate","ECA396","MY16",1.51612202527051,0.157047342565819,3.2864104341925,"0.001029","10/10","T"
"Lead(II) nitrate","ECA396","PD1074",0.494331326186682,0.0440372941881671,-11.4827371466704,"<< 0.00001","10/10","T"
"Lead(II) nitrate","ECA396","RC301",0.931691813818193,0.0902286017334763,-0.75705690733832,"0.449091","10/10","F"
"Lead(II) nitrate","ECA396","XZ1516",0.478068277215656,0.0408149764318069,-12.7877501940098,"<< 0.00001","10/10","T"
"Lead(II) nitrate","MY16","PD1074",0.326049828409083,0.0315998866506454,-21.3276135779162,"<< 0.00001","10/10","T"
"Lead(II) nitrate","MY16","RC301",0.614522972616243,0.0635244280135488,-6.06816998496296,"<< 0.00001","10/10","T"
"Lead(II) nitrate","MY16","XZ1516",0.315323086959545,0.0293730987767349,-23.3096588904252,"<< 0.00001","10/10","T"
"Lead(II) nitrate","PD1074","RC301",1.88475171299653,0.168295422834962,5.25713473422361,"<< 0.00001","10/10","T"
"Lead(II) nitrate","PD1074","XZ1516",0.967100913679737,0.0682855378453268,-0.481787027800571,"0.630002","10/10","F"
"Lead(II) nitrate","RC301","XZ1516",0.513118469138921,0.0436621172771541,-11.1511204958408,"<< 0.00001","10/10","T"
"2,4-D","CB4856","ECA248",1.31029498673521,0.0459174930516907,6.75766393400225,"<< 0.00001","10/10","T"
"2,4-D","CB4856","ECA36",1.16868416410304,0.0381557867403367,4.42093266877158,"0.00001","10/10","T"
"2,4-D","CB4856","ECA396",1.81495238223485,0.0740302962208672,11.0083631139805,"<< 0.00001","10/10","T"
"2,4-D","CB4856","MY16",1.27321333887977,0.0410024230886568,6.66334617076219,"<< 0.00001","10/10","T"
"2,4-D","CB4856","PD1074",1.54350337345347,0.05574111001122,9.7504942643602,"<< 0.00001","10/10","T"
"2,4-D","CB4856","RC301",1.37043558394478,0.0459662037851411,8.0588683302258,"<< 0.00001","10/10","T"
"2,4-D","CB4856","XZ1516",1.0594946445657,0.0317414199107851,1.87435359643379,"0.060954","10/10","F"
"2,4-D","ECA248","ECA36",0.891924471919856,0.0325955924487898,-3.3156485267123,"0.000922","10/10","T"
"2,4-D","ECA248","ECA396",1.38514792516841,0.0606942932873068,6.34570244265382,"<< 0.00001","10/10","T"
"2,4-D","ECA248","MY16",0.97169977124935,0.0350498263587711,-0.807428500813907,"0.419467","10/10","F"
"2,4-D","ECA248","PD1074",1.17798159122881,0.0465770793514589,3.82122695770174,"0.000135","10/10","T"
"2,4-D","ECA248","RC301",1.04589851737082,0.0390112373580897,1.17654605388481,"0.239446","10/10","F"
"2,4-D","ECA248","XZ1516",0.80859245840937,0.0276844844961064,-6.91389220621213,"<< 0.00001","10/10","T"
"2,4-D","ECA36","ECA396",1.55298791408526,0.0652594192056213,8.47368733612057,"<< 0.00001","10/10","T"
"2,4-D","ECA36","MY16",1.08944176535237,0.0368030282515904,2.43028276751946,"0.01513","10/10","T"
"2,4-D","ECA36","PD1074",1.32071899394488,0.0495307953034742,6.47514323119261,"<< 0.00001","10/10","T"
"2,4-D","ECA36","RC301",1.17263126004329,0.04116273277733,4.19387267062994,"0.000028","10/10","T"
"2,4-D","ECA36","XZ1516",0.90657054926286,0.0287989688587995,-3.24419430415103,"0.001187","10/10","T"
"2,4-D","ECA396","MY16",0.701513357233096,0.0290909695460603,-10.2604570223864,"<< 0.00001","10/10","T"
"2,4-D","ECA396","PD1074",0.850437393598655,0.0375810107772199,-3.97973879116642,"0.00007","10/10","T"
"2,4-D","ECA396","RC301",0.755080737852357,0.0320312525157155,-7.64625929090592,"<< 0.00001","10/10","T"
"2,4-D","ECA396","XZ1516",0.583758921135487,0.0234928830050434,-17.7177521709513,"<< 0.00001","10/10","T"
"2,4-D","MY16","PD1074",1.21228966609124,0.0447805435241852,4.74066747261755,"0.000002","10/10","T"
"2,4-D","MY16","RC301",1.07635974435403,0.0372132336318766,2.05195133294264,"0.040239","10/10","T"
"2,4-D","MY16","XZ1516",0.832142275149178,0.0260509530811303,-6.44343891480914,"<< 0.00001","10/10","T"
"2,4-D","PD1074","RC301",0.887873397308186,0.0338113386116154,-3.31624263622897,"0.00092","10/10","T"
"2,4-D","PD1074","XZ1516",0.686421981829011,0.0242994626341378,-12.9047305651299,"<< 0.00001","10/10","T"
"2,4-D","RC301","XZ1516",0.773107949748324,0.025323348343565,-8.95979659456575,"<< 0.00001","10/10","T"
"Chlorothalonil","CB4856","ECA248",0.739753119612555,0.0481709389000599,-5.40257022864717,"<< 0.00001","10/10","T"
"Chlorothalonil","CB4856","ECA36",0.761720726558127,0.0471208885239872,-5.05676528829831,"<< 0.00001","10/10","T"
"Chlorothalonil","CB4856","ECA396",1.42093458789472,0.087979577983887,4.78445791103723,"0.000002","10/10","T"
"Chlorothalonil","CB4856","MY16",0.773933749881585,0.0456910555590885,-4.94771344965017,"0.000001","10/10","T"
"Chlorothalonil","CB4856","PD1074",1.31163872258516,0.0831661216377393,3.74718354599501,"0.000182","10/10","T"
"Chlorothalonil","CB4856","RC301",0.821928459015571,0.0505750231087725,-3.52093840078823,"0.000437","10/10","T"
"Chlorothalonil","CB4856","XZ1516",0.84285942988544,0.0509622308560803,-3.0834711800261,"0.002065","10/10","T"
"Chlorothalonil","ECA248","ECA36",1.02969586252922,0.0656529607535905,0.452315663884078,"0.651075","10/10","F"
"Chlorothalonil","ECA248","ECA396",1.92082270452464,0.123814297524899,7.43712739911528,"<< 0.00001","10/10","T"
"Chlorothalonil","ECA248","MY16",1.04620545606747,0.0637229396792503,0.725099254680394,"0.468449","10/10","F"
"Chlorothalonil","ECA248","PD1074",1.77307629776827,0.117390396099752,6.58551571042792,"<< 0.00001","10/10","T"
"Chlorothalonil","ECA248","RC301",1.11108481630474,0.0706122735265247,1.57316583586575,"0.115788","10/10","F"
"Chlorothalonil","ECA248","XZ1516",1.13937935175844,0.0713452268961304,1.95359041973983,"0.050845","10/10","F"
"Chlorothalonil","ECA36","ECA396",1.86542723383055,0.113930940935039,7.59606851947267,"<< 0.00001","10/10","T"
"Chlorothalonil","ECA36","MY16",1.01603346593789,0.0586100912533883,0.273561524901514,"0.784441","10/10","F"
"Chlorothalonil","ECA36","PD1074",1.72194175221129,0.108094811109959,6.67878267974301,"<< 0.00001","10/10","T"
"Chlorothalonil","ECA36","RC301",1.07904174109781,0.0651409748903303,1.21339512082653,"0.225076","10/10","F"
"Chlorothalonil","ECA36","XZ1516",1.1065202777059,0.0656570370856249,1.62237411912123,"0.104831","10/10","F"
"Chlorothalonil","ECA396","MY16",0.544665290348274,0.0317206788400888,-14.3545071007835,"<< 0.00001","10/10","T"
"Chlorothalonil","ECA396","PD1074",0.923081705350348,0.0576019821987267,-1.33534110656615,"0.181868","10/10","F"
"Chlorothalonil","ECA396","RC301",0.578442150692771,0.0351202618769866,-12.003266114125,"<< 0.00001","10/10","T"
"Chlorothalonil","ECA396","XZ1516",0.593172576039711,0.0353528388169423,-11.5076310014833,"<< 0.00001","10/10","T"
"Chlorothalonil","MY16","PD1074",1.69476873541933,0.101810017434938,6.82416871073935,"<< 0.00001","10/10","T"
"Chlorothalonil","MY16","RC301",1.06201397618508,0.0609816685994378,1.01692816233716,"0.309271","10/10","F"
"Chlorothalonil","MY16","XZ1516",1.08905888910311,0.0613634687714495,1.45133400842786,"0.146794","10/10","F"
"Chlorothalonil","PD1074","RC301",0.626642416743844,0.0390867907424667,-9.55201427807461,"<< 0.00001","10/10","T"
"Chlorothalonil","PD1074","XZ1516",0.642600294861848,0.0393652429091604,-9.07906769336824,"<< 0.00001","10/10","T"
"Chlorothalonil","RC301","XZ1516",1.02546568456206,0.0605351652536362,0.420675890705165,"0.674023","10/10","F"
"Manganese(II) chloride","CB4856","ECA248",0.973547193461392,0.0283218827393423,-0.934005933929753,"0.350427","10/10","F"
"Manganese(II) chloride","CB4856","ECA36",1.26662550400876,0.0294052454315758,9.06727694652925,"<< 0.00001","10/10","T"
"Manganese(II) chloride","CB4856","ECA396",1.01901329381423,0.0228558338388761,0.831879245721909,"0.405588","10/10","F"
"Manganese(II) chloride","CB4856","MY16",0.969925306538866,0.0192772784645415,-1.56011096257458,"0.11891","10/10","F"
"Manganese(II) chloride","CB4856","PD1074",1.01307320009289,0.02494019616207,0.524181927356705,"0.600217","10/10","F"
"Manganese(II) chloride","CB4856","RC301",1.40172478065782,0.041022206562962,9.79286133819354,"<< 0.00001","10/10","T"
"Manganese(II) chloride","CB4856","XZ1516",0.866265306109695,0.0178656210029669,-7.48558887866795,"<< 0.00001","10/10","T"
"Manganese(II) chloride","ECA248","ECA36",1.3010417086257,0.0398583315363254,7.55279252849155,"<< 0.00001","10/10","T"
"Manganese(II) chloride","ECA248","ECA396",1.04670148571965,0.0316039409001401,1.47771082939337,"0.139661","10/10","F"
"Manganese(II) chloride","ECA248","MY16",0.996279700720364,0.0286187245904451,-0.129995285704587,"0.896585","10/10","F"
"Manganese(II) chloride","ECA248","PD1074",1.04059999032093,0.0327579764187373,1.23939250098802,"0.215362","10/10","F"
"Manganese(II) chloride","ECA248","RC301",1.43981184484141,0.0510273302263776,8.61914277878592,"<< 0.00001","10/10","T"
"Manganese(II) chloride","ECA248","XZ1516",0.889803095245684,0.0266533649430897,-4.13444625058071,"0.000037","10/10","T"
"Manganese(II) chloride","ECA36","ECA396",0.804510323366409,0.01926289607032,-10.1485091296733,"<< 0.00001","10/10","T"
"Manganese(II) chloride","ECA36","MY16",0.765755389788959,0.0173295925510265,-13.5170292966389,"<< 0.00001","10/10","T"
"Manganese(II) chloride","ECA36","PD1074",0.799820623291255,0.0200944518164615,-9.96192275047567,"<< 0.00001","10/10","T"
"Manganese(II) chloride","ECA36","RC301",1.10666078980842,0.0332726451142639,3.20566006826706,"0.001371","10/10","T"
"Manganese(II) chloride","ECA36","XZ1516",0.683915887820069,0.0169980858592539,-18.5952768327648,"<< 0.00001","10/10","T"
"Manganese(II) chloride","ECA396","MY16",0.951827922586148,0.0208293822061487,-2.31269832859624,"0.020852","10/10","T"
"Manganese(II) chloride","ECA396","PD1074",0.994170739717136,0.024683700372922,-0.236158282380485,"0.813337","10/10","F"
"Manganese(II) chloride","ECA396","RC301",1.37557065169491,0.0408966442223664,9.18341000432288,"<< 0.00001","10/10","T"
"Manganese(II) chloride","ECA396","XZ1516",0.850102065761292,0.0202652614874528,-7.3967925028511,"<< 0.00001","10/10","T"
"Manganese(II) chloride","MY16","PD1074",1.04448579005325,0.0250308176319136,1.77724078803291,"0.075698","10/10","F"
"Manganese(II) chloride","MY16","RC301",1.44518837812348,0.0416026192130188,10.7009699520112,"<< 0.00001","10/10","T"
"Manganese(II) chloride","MY16","XZ1516",0.893125790480633,0.0183383911116919,-5.82789454475251,"<< 0.00001","10/10","T"
"Manganese(II) chloride","PD1074","RC301",1.38363622740123,0.0423723171993803,9.05393551162327,"<< 0.00001","10/10","T"
"Manganese(II) chloride","PD1074","XZ1516",0.855086588047406,0.0227844584299263,-6.3601868088406,"<< 0.00001","10/10","T"
"Manganese(II) chloride","RC301","XZ1516",0.617999566008359,0.0189437868167646,-20.164945778084,"<< 0.00001","10/10","T"
"Propoxur","CB4856","ECA248",0.829537677520004,0.139739260456004,-1.21985991570111,"0.222627","10/10","F"
"Propoxur","CB4856","ECA36",2.19770819901761,0.413129675747389,2.89910957582712,"0.003773","10/10","T"
"Propoxur","CB4856","ECA396",1.25442142357628,0.208511437436934,1.22017970190838,"0.222506","10/10","F"
"Propoxur","CB4856","MY16",1.67625566700336,0.294514556821976,2.29617060121118,"0.021744","10/10","T"
"Propoxur","CB4856","PD1074",1.66117823401601,0.29702271485719,2.22601909195365,"0.026097","10/10","T"
"Propoxur","CB4856","RC301",2.54089738362525,0.491155626987371,3.13728948414323,"0.001724","10/10","T"
"Propoxur","CB4856","XZ1516",1.92524966068116,0.355361850964824,2.60368314203976,"0.009275","10/10","T"
"Propoxur","ECA248","ECA36",2.64931691299171,0.523092570148561,3.15301154540064,"0.001634","10/10","T"
"Propoxur","ECA248","ECA396",1.51219342721902,0.265112985329472,1.93198166654301,"0.053469","10/10","F"
"Propoxur","ECA248","MY16",2.02071070721551,0.375636498061967,2.71728309810601,"0.006625","10/10","T"
"Propoxur","ECA248","PD1074",2.00253500116148,0.373203608182726,2.68629503890172,"0.00727","10/10","T"
"Propoxur","ECA248","RC301",3.06302830176629,0.623896566935508,3.30668320856387,"0.000957","10/10","T"
"Propoxur","ECA248","XZ1516",2.32087066429207,0.45105936172215,2.92837434799928,"0.003437","10/10","T"
"Propoxur","ECA36","ECA396",0.570786159935618,0.1110999482889,-3.86331268983377,"0.000115","10/10","T"
"Propoxur","ECA36","MY16",0.762728949981922,0.154469762768944,-1.53603556945309,"0.12465","10/10","F"
"Propoxur","ECA36","PD1074",0.755868424551799,0.155011506660856,-1.57492550525509,"0.115394","10/10","F"
"Propoxur","ECA36","RC301",1.15615775777742,0.251370994026922,0.621224252153356,"0.534506","10/10","F"
"Propoxur","ECA36","XZ1516",0.876026062760177,0.183985041525139,-0.673826177455214,"0.500481","10/10","F"
"Propoxur","ECA396","MY16",1.33627793299675,0.244712689224384,1.37417448217575,"0.169504","10/10","F"
"Propoxur","ECA396","PD1074",1.32425850100685,0.244613466227844,1.32559546294488,"0.185089","10/10","F"
"Propoxur","ECA396","RC301",2.02555324380645,0.405722004941636,2.52772398665924,"0.011538","10/10","T"
"Propoxur","ECA396","XZ1516",1.5347710302909,0.293952558744997,1.81924264437111,"0.068988","10/10","F"
"Propoxur","MY16","PD1074",0.991005290371782,0.192685889450691,-0.046680686654638,"0.962771","10/10","F"
"Propoxur","MY16","RC301",1.51581732646286,0.314146388851364,1.6419648443163,"0.100717","10/10","F"
"Propoxur","MY16","XZ1516",1.14854177592307,0.229079330998341,0.648429412098069,"0.516764","10/10","F"
"Propoxur","PD1074","RC301",1.52957541315868,0.322554786099787,1.64181539378818,"0.100748","10/10","F"
"Propoxur","PD1074","XZ1516",1.15896634163496,0.234408982964946,0.678158062136766,"0.497731","10/10","F"
"Propoxur","RC301","XZ1516",0.757704609831305,0.162574960751464,-1.49036105590149,"0.136249","10/10","F"
"Mancozeb","CB4856","ECA248",0.709296081955344,0.0356938900720026,-8.14436077037949,"<< 0.00001","10/10","T"
"Mancozeb","CB4856","ECA36",0.857222569051509,0.0452698796119845,-3.15391673607836,"0.001626","10/10","T"
"Mancozeb","CB4856","ECA396",1.08290775990954,0.0583519163483926,1.42082325822068,"0.155466","10/10","F"
"Mancozeb","CB4856","MY16",0.63630971107303,0.0303839106523072,-11.9698314377235,"<< 0.00001","10/10","T"
"Mancozeb","CB4856","PD1074",0.98417503822092,0.0521345472174893,-0.303540792501041,"0.761498","10/10","F"
"Mancozeb","CB4856","RC301",1.07684240457818,0.0587950271001773,1.30695414847338,"0.191322","10/10","F"
"Mancozeb","CB4856","XZ1516",0.581734154045148,0.0287652456046394,-14.5406665982853,"<< 0.00001","10/10","T"
"Mancozeb","ECA248","ECA36",1.20855393235554,0.0604387917931536,3.45066349223688,"0.000566","10/10","T"
"Mancozeb","ECA248","ECA396",1.52673585468603,0.0781517431598362,6.73991178429312,"<< 0.00001","10/10","T"
"Mancozeb","ECA248","MY16",0.897100276261065,0.0398088599525927,-2.58484477730524,"0.009786","10/10","T"
"Mancozeb","ECA248","PD1074",1.3875376775067,0.0696308291262063,5.56560480996551,"<< 0.00001","10/10","T"
"Mancozeb","ECA248","RC301",1.51818462271723,0.0788335506517693,6.57314834144918,"<< 0.00001","10/10","T"
"Mancozeb","ECA248","XZ1516",0.820157010372112,0.0379425852192799,-4.73987179810045,"0.000002","10/10","T"
"Mancozeb","ECA36","ECA396",1.26327490549829,0.0677179700148837,3.88781449651284,"0.000103","10/10","T"
"Mancozeb","ECA36","MY16",0.742292298459999,0.0351875775714031,-7.32382617180899,"<< 0.00001","10/10","T"
"Mancozeb","ECA36","PD1074",1.14809744137964,0.060489599159147,2.44831249402066,"0.014406","10/10","T"
"Mancozeb","ECA36","RC301",1.25619931562193,0.0682440541524514,3.75416318393989,"0.000177","10/10","T"
"Mancozeb","ECA36","XZ1516",0.678626735981554,0.0333395092913655,-9.63941194244506,"<< 0.00001","10/10","T"
"Mancozeb","ECA396","MY16",0.587593638747386,0.0286117566227404,-14.4138777178342,"<< 0.00001","10/10","T"
"Mancozeb","ECA396","PD1074",0.908826286648024,0.0488603781812878,-1.8660050688452,"0.062132","10/10","F"
"Mancozeb","ECA396","RC301",0.994399010187286,0.0550466697332097,-0.101749839542702,"0.918962","10/10","F"
"Mancozeb","ECA396","XZ1516",0.537196403591882,0.0270361923384334,-17.1179280948604,"<< 0.00001","10/10","T"
"Mancozeb","MY16","PD1074",1.54669184061528,0.0737022437579588,7.41757391281921,"<< 0.00001","10/10","T"
"Mancozeb","MY16","RC301",1.69232432860763,0.0838760032767564,8.25414065478591,"<< 0.00001","10/10","T"
"Mancozeb","MY16","XZ1516",0.914231142353855,0.0396540786310137,-2.16292650358202,"0.030621","10/10","T"
"Mancozeb","PD1074","RC301",1.09415740367158,0.0595926443723133,1.5800172095623,"0.114202","10/10","F"
"Mancozeb","PD1074","XZ1516",0.591088100645939,0.029144257528512,-14.030616458629,"<< 0.00001","10/10","T"
"Mancozeb","RC301","XZ1516",0.54022218253285,0.0275947268783479,-16.6617998972808,"<< 0.00001","10/10","T"
